Giorno,Transazioni,fb_spent,google_spent,organico,day_week,month,cambio_penusd,ios_14
7/1/2018,0,0,0,32,6,7,3.2889,0
7/2/2018,0,0,0,41,0,7,3.2889,0
7/3/2018,0,0,0,28,1,7,3.285,0
7/4/2018,0,0,0,21,2,7,3.2895,0
7/5/2018,0,0,0,32,3,7,3.285,0
7/6/2018,0,0,0,30,4,7,3.281,0
7/7/2018,0,0,0,28,5,7,3.2059,0
7/8/2018,0,0,0,34,6,7,3.2059,0
7/9/2018,0,0,0,51,0,7,3.275,0
7/10/2018,0,0,0,43,1,7,3.2672,0
7/11/2018,0,0,0,51,2,7,3.278,0
7/12/2018,0,0,0,34,3,7,3.267,0
7/13/2018,0,0,0,53,4,7,3.265,0
7/14/2018,0,0,0,46,5,7,3.265,0
7/15/2018,0,0,0,35,6,7,3.265,0
7/16/2018,0,0,0,49,0,7,3.2665,0
7/17/2018,0,0,0,45,1,7,3.271,0
7/18/2018,0,0,0,49,2,7,3.269,0
7/19/2018,0,0,0,47,3,7,3.273,0
7/20/2018,0,0,0,40,4,7,3.275,0
7/21/2018,0,0,0,44,5,7,3.1839,0
7/22/2018,0,0,0,53,6,7,3.1839,0
7/23/2018,0,0,0,55,0,7,3.2779,0
7/24/2018,0,0,0,54,1,7,3.2706,0
7/25/2018,0,0,0,39,2,7,3.2709,0
7/26/2018,0,0,0,51,3,7,3.2707,0
7/27/2018,0,0,0,41,4,7,3.2685,0
7/28/2018,0,0,0,32,5,7,3.2685,0
7/29/2018,0,0,0,55,6,7,3.2685,0
7/30/2018,0,0,0,66,0,7,3.2647,0
7/31/2018,0,0,0,61,1,7,3.269,0
8/1/2018,0,0,0,72,2,8,3.268,0
8/2/2018,0,0,0,72,3,8,3.272,0
8/3/2018,0,0,0,52,4,8,3.2664,0
8/4/2018,0,0,0,48,5,8,3.2664,0
8/5/2018,0,0,0,59,6,8,3.2664,0
8/6/2018,0,0,0,59,0,8,3.266,0
8/7/2018,0,0,0,76,1,8,3.267,0
8/8/2018,0,0,0,69,2,8,3.267,0
8/9/2018,0,0,0,80,3,8,3.265,0
8/10/2018,0,0,0,68,4,8,3.2785,0
8/11/2018,0,0,0,68,5,8,3.2785,0
8/12/2018,0,0,0,58,6,8,3.2785,0
8/13/2018,0,0,0,78,0,8,3.2854,0
8/14/2018,0,0,0,59,1,8,3.299,0
8/15/2018,0,0,0,56,2,8,3.317,0
8/16/2018,0,0,0,56,3,8,3.3085,0
8/17/2018,0,0,0,44,4,8,3.321,0
8/18/2018,0,0,0,55,5,8,3.321,0
8/19/2018,0,0,0,50,6,8,3.321,0
8/20/2018,0,0,0,64,0,8,3.305,0
8/21/2018,0,0,0,77,1,8,3.298,0
8/22/2018,0,0,0,80,2,8,3.2826,0
8/23/2018,0,0,0,72,3,8,3.299,0
8/24/2018,0,0,0,67,4,8,3.2221,0
8/25/2018,0,0,0,57,5,8,3.2221,0
8/26/2018,0,0,0,81,6,8,3.2221,0
8/27/2018,0,0,0,73,0,8,3.2861,0
8/28/2018,0,0,0,87,1,8,3.2915,0
8/29/2018,0,0,0,67,2,8,3.2935,0
8/30/2018,0,0,0,58,3,8,3.307,0
8/31/2018,0,0,0,70,4,8,3.3032,0
9/1/2018,0,0,0,49,5,9,3.3032,0
9/2/2018,0,0,0,78,6,9,3.3032,0
9/3/2018,0,0,0,57,0,9,3.3032,0
9/4/2018,0,0,0,61,1,9,3.3145,0
9/5/2018,0,0,0,78,2,9,3.3145,0
9/6/2018,0,0,0,59,3,9,3.3206,0
9/7/2018,0,0,0,59,4,9,3.3162,0
9/8/2018,0,0,0,77,5,9,3.3162,0
9/9/2018,0,0,0,65,6,9,3.3162,0
9/10/2018,0,0,0,68,0,9,3.323,0
9/11/2018,0,0,0,62,1,9,3.3352,0
9/12/2018,0,0,0,59,2,9,3.3276,0
9/13/2018,0,0,0,57,3,9,3.3125,0
9/14/2018,0,0,0,50,4,9,3.309,0
9/15/2018,0,0,0,29,5,9,3.309,0
9/16/2018,0,0,0,52,6,9,0.3,0
9/17/2018,0,0,0,66,0,9,3.3146,0
9/18/2018,0,0,0,50,1,9,3.3046,0
9/19/2018,0,0,0,57,2,9,3.2982,0
9/20/2018,0,0,0,60,3,9,3.2967,0
9/21/2018,0,0,0,45,4,9,3.2872,0
9/22/2018,0,0,0,44,5,9,3.2269,0
9/23/2018,0,0,0,49,6,9,0.29737,0
9/24/2018,0,0,0,65,0,9,3.2283,0
9/25/2018,0,0,0,47,1,9,3.304,0
9/26/2018,0,0,0,56,2,9,3.3003,0
9/27/2018,0,0,0,60,3,9,3.3011,0
9/28/2018,0,0,0,40,4,9,3.2976,0
9/29/2018,0,0,0,51,5,9,3.2976,0
9/30/2018,0,0,0,48,6,9,3.2976,0
10/1/2018,0,0,0,69,0,10,3.3048,0
10/2/2018,0,0,0,63,1,10,3.312,0
10/3/2018,0,0,0,58,2,10,3.3095,0
10/4/2018,0,0,0,73,3,10,3.326,0
10/5/2018,0,0,0,53,4,10,3.319,0
10/6/2018,0,0,0,29,5,10,3.2486,0
10/7/2018,0,0,0,40,6,10,3.2486,0
10/8/2018,0,0,0,40,0,10,3.3186,0
10/9/2018,0,0,0,53,1,10,3.3262,0
10/10/2018,0,0,0,48,2,10,3.3272,0
10/11/2018,0,0,0,54,3,10,3.325,0
10/12/2018,0,0,0,66,4,10,3.333,0
10/13/2018,0,0,0,60,5,10,3.333,0
10/14/2018,0,0,0,55,6,10,3.333,0
10/15/2018,0,0,0,60,0,10,3.331,0
10/16/2018,0,0,0,68,1,10,3.3297,0
10/17/2018,0,0,0,57,2,10,3.3321,0
10/18/2018,0,0,0,59,3,10,3.3356,0
10/19/2018,0,0,0,46,4,10,3.3277,0
10/20/2018,0,0,0,57,5,10,3.3277,0
10/21/2018,0,0,0,52,6,10,3.3277,0
10/22/2018,0,0,0,74,0,10,3.327,0
10/23/2018,0,0,0,70,1,10,3.332,0
10/24/2018,0,0,0,53,2,10,3.3375,0
10/25/2018,0,0,0,54,3,10,3.34,0
10/26/2018,0,0,0,61,4,10,3.3425,0
10/27/2018,0,0,0,46,5,10,3.3425,0
10/28/2018,0,0,0,48,6,10,3.2543,0
10/29/2018,0,0,0,48,0,10,3.3488,0
10/30/2018,0,0,0,51,1,10,3.36,0
10/31/2018,0,0,0,40,2,10,3.3705,0
11/1/2018,0,0,0,42,3,11,3.3615,0
11/2/2018,0,0,0,58,4,11,3.356,0
11/3/2018,0,0,0,50,5,11,3.356,0
11/4/2018,0,0,0,52,6,11,3.356,0
11/5/2018,0,0,0,40,0,11,3.364,0
11/6/2018,0,0,0,38,1,11,3.3696,0
11/7/2018,0,0,0,43,2,11,3.361,0
11/8/2018,0,0,0,46,3,11,3.368,0
11/9/2018,0,0,0,43,4,11,3.3706,0
11/10/2018,0,0,0,44,5,11,3.3706,0
11/11/2018,0,0,0,46,6,11,3.3706,0
11/12/2018,0,0,0,58,0,11,3.3715,0
11/13/2018,0,0,0,52,1,11,3.376,0
11/14/2018,0,0,0,47,2,11,3.378,0
11/15/2018,0,0,0,46,3,11,3.379,0
11/16/2018,0,0,0,56,4,11,3.3731,0
11/17/2018,0,0,0,38,5,11,3.2856,0
11/18/2018,0,0,0,46,6,11,3.2856,0
11/19/2018,0,0,0,65,0,11,3.3725,0
11/20/2018,0,0,0,73,1,11,3.3816,0
11/21/2018,0,0,0,60,2,11,3.375,0
11/22/2018,0,0,0,61,3,11,3.3706,0
11/23/2018,0,0,0,79,4,11,3.376,0
11/24/2018,0,0,0,47,5,11,3.3075,0
11/25/2018,0,0,0,38,6,11,3.3075,0
11/26/2018,0,0,0,61,0,11,3.376,0
11/27/2018,0,0,0,51,1,11,3.3806,0
11/28/2018,0,0,0,40,2,11,3.37,0
11/29/2018,0,0,0,47,3,11,3.377,0
11/30/2018,0,0,0,58,4,11,3.3826,0
12/1/2018,0,0,0,42,5,12,3.325,0
12/2/2018,0,0,0,41,6,12,3.325,0
12/3/2018,0,0,0,75,0,12,3.3746,0
12/4/2018,0,0,0,48,1,12,3.385,0
12/5/2018,0,0,0,56,2,12,3.3775,0
12/6/2018,0,0,0,62,3,12,3.373,0
12/7/2018,0,0,0,76,4,12,3.365,0
12/8/2018,0,0,0,56,5,12,3.365,0
12/9/2018,0,0,0,51,6,12,3.365,0
12/10/2018,0,0,0,78,0,12,3.365,0
12/11/2018,0,0,0,68,1,12,3.3565,0
12/12/2018,0,0,0,64,2,12,3.3545,0
12/13/2018,0,0,0,70,3,12,3.347,0
12/14/2018,0,0,0,63,4,12,3.3425,0
12/15/2018,0,0,0,44,5,12,3.3425,0
12/16/2018,0,0,0,54,6,12,3.3425,0
12/17/2018,0,0,0,80,0,12,3.3401,0
12/18/2018,0,0,0,89,1,12,3.3397,0
12/19/2018,0,0,0,61,2,12,3.347,0
12/20/2018,0,0,0,48,3,12,3.3396,0
12/21/2018,0,0,0,49,4,12,3.358,0
12/22/2018,0,0,0,65,5,12,3.358,0
12/23/2018,0,0,0,62,6,12,3.358,0
12/24/2018,0,0,0,51,0,12,3.3522,0
12/25/2018,0,0,0,33,1,12,3.3518,0
12/26/2018,0,0,0,54,2,12,3.37,0
12/27/2018,0,0,0,55,3,12,3.3745,0
12/28/2018,0,0,0,40,4,12,3.3646,0
12/29/2018,0,0,0,40,5,12,3.3646,0
12/30/2018,0,0,0,34,6,12,3.3646,0
12/31/2018,0,0,0,28,0,12,3.3765,0
1/1/2019,0,0,0,31,1,1,3.3676,0
1/2/2019,0,0,0,54,2,1,3.3695,0
1/3/2019,0,0,0,49,3,1,3.363,0
1/4/2019,0,0,0,50,4,1,3.3519,0
1/5/2019,0,0,0,53,5,1,3.3519,0
1/6/2019,0,0,0,44,6,1,3.3519,0
1/7/2019,0,0,0,80,0,1,3.348,0
1/8/2019,0,0,0,67,1,1,3.34,0
1/9/2019,0,0,0,64,2,1,3.3325,0
1/10/2019,0,0,0,63,3,1,3.3426,0
1/11/2019,0,0,0,53,4,1,3.3375,0
1/12/2019,0,0,0,36,5,1,3.3375,0
1/13/2019,0,0,0,49,6,1,3.3375,0
1/14/2019,0,0,0,47,0,1,3.3415,0
1/15/2019,0,0,0,57,1,1,3.329,0
1/16/2019,0,0,0,50,2,1,3.33,0
1/17/2019,0,0,0,48,3,1,3.3215,0
1/18/2019,0,0,0,42,4,1,3.319,0
1/19/2019,0,0,0,42,5,1,3.3215,0
